Version Object ID,URL Type,speckle_type,Object ID,Model URL,data,Размеры.Площадь,Размеры.Объем,Размеры.Длина,Прочее.Тип
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,04329144a2f9f6e3daf5c8b5a4398d3e,https://app.speckle.systems/streams/0082eaa837,[Record],"112,0148538","93,34571152","13,625","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,08307e5157ea3ec10dac49c18720d140,https://app.speckle.systems/streams/0082eaa837,[Record],"128,625","53,59375","12,66666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,0a887a623c337736eed7c22fd5c8b1d7,https://app.speckle.systems/streams/0082eaa837,[Record],"24,2985322","10,12438842","8,416666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,0c29b2139b17406821bfaae04a6e83e4,https://app.speckle.systems/streams/0082eaa837,[Record],"24,07089844","10,02954102","15,08333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,1030012308a71ebb7e094e3f973a72e4,https://app.speckle.systems/streams/0082eaa837,[Record],"3,083570076","1,284820865","1,25","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,10416c0add7d82303e0d907a5092cb71,https://app.speckle.systems/streams/0082eaa837,[Record],"431,875","359,8958333","51,41666667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,14da0f1ea0190cc6f78a097ff0170948,https://app.speckle.systems/streams/0082eaa837,[Record],"31,25","13,02083333",10,"Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,16048807561e8aa989758c3e6f7d45e9,https://app.speckle.systems/streams/0082eaa837,[Record],134,"55,83333333","16,54166667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,18b945ce4216dcb936ed62b69560a097,https://app.speckle.systems/streams/0082eaa837,[Record],"92,75","38,64583333","8,416666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,1a727b59c0a787dbae791b2d024a5cf3,https://app.speckle.systems/streams/0082eaa837,[Record],"16,25","6,770833333","5,416666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,1b90aced1666b78c478f1745dd7856da,https://app.speckle.systems/streams/0082eaa837,[Record],"74,19643847","30,9151827","9,274554809","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,1f8383d356726ce20337bcbc22395118,https://app.speckle.systems/streams/0082eaa837,[Record],"232,6411431","58,1154296","46,48073845","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,2037e0eb4b141c5927dd014b83bd205d,https://app.speckle.systems/streams/0082eaa837,[Record],"1,09375","0,911458333","0,104166667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,246797d644eb39a4fecdabe2be0c760e,https://app.speckle.systems/streams/0082eaa837,[Record],"3,75","1,5625","1,458333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,30150e95731b77a697d60bb8d35ba3cf,https://app.speckle.systems/streams/0082eaa837,[Record],"136,5291975","113,7743312","14,70516166","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,3738a4f54e0176c10100f5aff0fc2b29,https://app.speckle.systems/streams/0082eaa837,[Record],"340,176642","84,99951637","67,73363199","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,3e4560ee4d0b6eb9806049f6ccf60040,https://app.speckle.systems/streams/0082eaa837,[Record],"84,6875","35,28645833","11,83333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,416c88dc05bd1cf899cad1339d1662f9,https://app.speckle.systems/streams/0082eaa837,[Record],"18,375","7,65625","1,75","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,42b56873080cb7cc5a510d5cfc21aaf9,https://app.speckle.systems/streams/0082eaa837,[Record],"454,5","378,75","51,41666667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,4301b165dc87840575671b2b62789cf0,https://app.speckle.systems/streams/0082eaa837,[Record],"63,65625","53,046875","6,0625","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,467dd8137ecf9d8f27602d682e6ec16d,https://app.speckle.systems/streams/0082eaa837,[Record],"323,3748479","80,81337672","64,90303537","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,4694c7f738ccca660af11b37eea4eb4a,https://app.speckle.systems/streams/0082eaa837,[Record],"85,52633774","21,35124917","17,20833333","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,4bfaf86c2f980c510e6370d88dff5e2d,https://app.speckle.systems/streams/0082eaa837,[Record],"76,125","63,4375","2,416666667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,4de99c52ad1e4d6e2b7fd7f759b49db0,https://app.speckle.systems/streams/0082eaa837,[Record],"5,43464317","2,264434654","1,208333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,4ec1c3968a69d725afc6909d132f9e8e,https://app.speckle.systems/streams/0082eaa837,[Record],"80,625","67,1875","10,04166667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,51990c9ade860e2b63b8769cdabf1fe1,https://app.speckle.systems/streams/0082eaa837,[Record],"18,875","7,864583333",13,"Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,51baa48b3123ceed4d32311738b60efd,https://app.speckle.systems/streams/0082eaa837,[Record],"45,5","10,53240741","3,625","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,56a69977e82177225399f82e44a5cd0f,https://app.speckle.systems/streams/0082eaa837,[Record],"178,1357713","178,1357713","9,83333333","Базовая стена: Generic - 12"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,5a408b17e4d0fa360092f5c511c2ac6e,https://app.speckle.systems/streams/0082eaa837,[Record],"45,68473401","19,03530584","21,87127852","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,5bd168471a2f248c3fc8dc15f664febb,https://app.speckle.systems/streams/0082eaa837,[Record],"126,766572","105,63881","11,625","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,5c0b7234513770341c96fa614c6f0c34,https://app.speckle.systems/streams/0082eaa837,[Record],"5,026373309","1,180273781","1,083333333","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,640198b7206540fb27fa8bfc260ed31d,https://app.speckle.systems/streams/0082eaa837,[Record],"75,75","31,5625","25,04166667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,67255bf834973e4ff91affac956a706e,https://app.speckle.systems/streams/0082eaa837,[Record],"229,375","191,1458333","25,25","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,6e0c5c3659d059bad47222cd2f0cf9d0,https://app.speckle.systems/streams/0082eaa837,[Record],"80,5","67,08333333","2,416666667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,6e9e79dbb4c1de7fe6daeb3e007ea990,https://app.speckle.systems/streams/0082eaa837,[Record],"1,75","0,729166667","0,916666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,763bf9098c5055438c51e0ca4d44bf82,https://app.speckle.systems/streams/0082eaa837,[Record],"48,75","11,24459877","3,625","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,7887d7b917e30765dd86f03e911e5b9d,https://app.speckle.systems/streams/0082eaa837,[Record],"2,75","1,145833333","1,208333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,7f46b53c39f82bd6956573d1f71db87b,https://app.speckle.systems/streams/0082eaa837,[Record],63,"52,5","2,416666667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,7faff756ad62e60ede6823d98ddf59e2,https://app.speckle.systems/streams/0082eaa837,[Record],"136,5","56,875","13,625","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,82f1d62dea8cf3ef89ec88b566d02b9d,https://app.speckle.systems/streams/0082eaa837,[Record],"2,1875","0,911458333","1,666666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,83961e4c0336dba31676985eb7d05ed0,https://app.speckle.systems/streams/0082eaa837,[Record],"1,75","0,729166667","0,916666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,83c6fc9358adf41bfa12625dcf280461,https://app.speckle.systems/streams/0082eaa837,[Record],"137,375","57,23958333","12,66666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,86e3b627b52ce60f0e96b702d6432ef2,https://app.speckle.systems/streams/0082eaa837,[Record],"48,125","20,05208333","5,208333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,89eb87a61ab5aed841b93721394e1b41,https://app.speckle.systems/streams/0082eaa837,[Record],"2,8125","1,171875","2,083333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,8bd0801539d7d6dee9f7d9c1fb894528,https://app.speckle.systems/streams/0082eaa837,[Record],5,"2,083333333","1,458333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,915da3bd3118a828e20ab04d0c0a6600,https://app.speckle.systems/streams/0082eaa837,[Record],"2,75","1,145833333","1,208333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,970f3a698778c81d2d14a079996aab9d,https://app.speckle.systems/streams/0082eaa837,[Record],"311,0760716","77,69403851","62,29387792","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,98781bd4f3ec388e45ac1e9392bbdd52,https://app.speckle.systems/streams/0082eaa837,[Record],"187,7560897","46,86404301","37,3525873","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,9ae3df68963e42ee6f09b6f3c26da4e2,https://app.speckle.systems/streams/0082eaa837,[Record],"127,3333333","53,05555556","16,54166667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,9d45af48782d7451d5913c2b15dbad90,https://app.speckle.systems/streams/0082eaa837,[Record],"8,25","3,4375","2,958333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,a0ec99fcdc2bfee2f01a37889b252edf,https://app.speckle.systems/streams/0082eaa837,[Record],"53,375","22,23958333","5,5","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,a26b024c426f3ec50b9ab8575042360a,https://app.speckle.systems/streams/0082eaa837,[Record],"27,125","11,30208333","3,208333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,a73034502851066a66e7d9e56bd9a6b4,https://app.speckle.systems/streams/0082eaa837,[Record],"8,125","3,385416667","5,625","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,aa8bdffa40c4e924025f5ac53c37aa34,https://app.speckle.systems/streams/0082eaa837,[Record],"156,75","130,625","17,08333333","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,adc5abafc12f601f1e8147e30b4ca622,https://app.speckle.systems/streams/0082eaa837,[Record],"167,75","139,7916667","19,625","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,bb32714479cb453006dc061e4e92d4a5,https://app.speckle.systems/streams/0082eaa837,[Record],"115,5","96,25","13,83333333","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,bef39f4cdad488a89baefb1e9412ba20,https://app.speckle.systems/streams/0082eaa837,[Record],"344,5607661","86,1390634","68,65640765","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,c02152f19348d8a854e4a881a5e4e4d1,https://app.speckle.systems/streams/0082eaa837,[Record],61,"25,41666667","20,75","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,c10c912759cc12bf69dfc6180dcfe08d,https://app.speckle.systems/streams/0082eaa837,[Record],"61,83333333","25,76388889","9,66666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,c273657138e82f0f51278c3d442d0f1b,https://app.speckle.systems/streams/0082eaa837,[Record],229,"190,8333333","26,76711186","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,c97cf8f74c98af0549dbcefe2192d204,https://app.speckle.systems/streams/0082eaa837,[Record],"96,60764957","22,40808523","5,4375","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d08dd8d54a25820bd4d1fd181a201506,https://app.speckle.systems/streams/0082eaa837,[Record],"10,6875","4,453125","7,125","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d1ddc234dc8433534a17133a71f70437,https://app.speckle.systems/streams/0082eaa837,[Record],"268,7919917","67,1638579","53,74053426","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d3695540116e66eae2907cdbd3180608,https://app.speckle.systems/streams/0082eaa837,[Record],"5,427083333","2,261284722","1,208333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d52af5ab28e7f4f0246eef208d9e9d88,https://app.speckle.systems/streams/0082eaa837,[Record],"160,25","133,5416667","18,04166667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d7fa3bc5713b109443f65ef2805cc478,https://app.speckle.systems/streams/0082eaa837,[Record],"5,25","2,1875","1,75","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d84fa0ebf6c99d139d26aa75e1502f77,https://app.speckle.systems/streams/0082eaa837,[Record],"46,53827751","19,39094896","8,461505002","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,d93fc00ecc66de58a84cb143b9cc4ccc,https://app.speckle.systems/streams/0082eaa837,[Record],"19,46215746","16,21846455","1,080161664","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,db9095efb8c75c702da892eb01f105f0,https://app.speckle.systems/streams/0082eaa837,[Record],"164,25","68,4375","54,33333333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,e514972730a514ffa13cfebc9ed03e77,https://app.speckle.systems/streams/0082eaa837,[Record],"95,5","79,58333333","11,66666667","Базовая стена: 10"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,ea5ffcdabd4e42e50ecd7fd1529880a7,https://app.speckle.systems/streams/0082eaa837,[Record],"78,75","32,8125","7,916666667","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,f2009f1342477d241cdfb8d05b42ebca,https://app.speckle.systems/streams/0082eaa837,[Record],"163,2350902","163,2350902","9,83333333","Базовая стена: Generic - 12"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,f657fc822171b9310f7d8767f80c7a3f,https://app.speckle.systems/streams/0082eaa837,[Record],"400,5515537","100,0970491","80,08183843","Базовая стена: Generic - 5"" 2"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,f95b1e946af407002ea4ed47d20b2739,https://app.speckle.systems/streams/0082eaa837,[Record],"33,45904738","13,94126974","11,45833333","Базовая стена: Generic - 5"""
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCWALLSTANDARDCASE,fec28bd1ba00af9feb360ce522cd323c,https://app.speckle.systems/streams/0082eaa837,[Record],"104,5258597","24,29504516","6,166666667","Базовая стена: Generic - 5"" 2"
